TimeDeltaIndex,Time_s,P_fuel_kW,P_thermal_kW,T_out_degC,G_losses,eta,T_ext_degC,P_demand_kW,T_supply_degC,T_return_degC,anomaly
1695900,1695900,753.7,610.29,65,1332.62,0.81,17.64,547.14,65,55,3
1696200,1696200,753.63,610.23,65,1332.62,0.81,17.68,547.14,65,55,3
1696500,1696500,753.56,610.17,65,1332.62,0.81,17.73,547.14,65,55,3
1696800,1696800,753.5,610.12,65,1332.62,0.81,17.77,547.14,65,55,3
1697100,1697100,753.43,610.07,65,1332.62,0.81,17.81,547.14,65,55,3
1697400,1697400,753.36,610.01,65,1332.62,0.81,17.85,547.14,65,55,3
1697700,1697700,753.29,609.95,65,1332.62,0.81,17.89,547.14,65,55,3
1698000,1698000,753.22,609.9,65,1332.62,0.81,17.93,547.14,65,55,3
1698300,1698300,753.16,609.84,65,1332.62,0.81,17.98,547.14,65,55,3
1698600,1698600,753.09,609.79,65,1332.62,0.81,18.02,547.14,65,55,3
1698900,1698900,753.02,609.73,65,1332.62,0.81,18.06,547.14,65,55,3
1699200,1699200,752.96,609.68,65,1332.62,0.81,18.1,547.14,65,55,3
1699500,1699500,752.93,609.66,65,1332.62,0.81,18.11,547.14,65,55,3
1699800,1699800,752.91,609.64,65,1332.62,0.81,18.12,547.14,65,55,3
1700100,1700100,752.89,609.63,65,1332.62,0.81,18.13,547.14,65,55,3
1700400,1700400,752.88,609.62,65,1332.62,0.81,18.13,547.14,65,55,3
1700700,1700700,752.87,609.61,65,1332.62,0.81,18.14,547.14,65,55,3
1701000,1701000,752.85,609.59,65,1332.62,0.81,18.15,547.14,65,55,3
1701300,1701300,752.84,609.58,65,1332.62,0.81,18.16,547.14,65,55,3
1701600,1701600,752.82,609.57,65,1332.62,0.81,18.17,547.14,65,55,3
1701900,1701900,752.81,609.56,65,1332.62,0.81,18.18,547.14,65,55,3
1702200,1702200,752.79,609.54,65,1332.62,0.81,18.18,547.14,65,55,3
1702500,1702500,752.78,609.53,65,1332.62,0.81,18.19,547.14,65,55,3
1702800,1702800,752.77,609.52,65,1332.62,0.81,18.2,547.14,65,55,3
1703100,1703100,752.79,609.54,65,1332.62,0.81,18.18,547.14,65,55,3
1703400,1703400,752.83,609.57,65,1332.62,0.81,18.15,547.14,65,55,3
1703700,1703700,752.87,609.6,65,1332.62,0.81,18.13,547.14,65,55,3
1704000,1704000,752.91,609.64,65,1332.62,0.81,18.1,547.14,65,55,3
1704300,1704300,752.95,609.67,65,1332.62,0.81,18.07,547.14,65,55,3
1704600,1704600,752.99,609.7,65,1332.62,0.81,18.05,547.14,65,55,3
1704900,1704900,753.02,609.73,65,1332.62,0.81,18.02,547.14,65,55,3
1705200,1705200,753.06,609.77,65,1332.62,0.81,18,547.14,65,55,3
1705500,1705500,753.1,609.8,65,1332.62,0.81,17.97,547.14,65,55,3
1705800,1705800,753.14,609.83,65,1332.62,0.81,17.95,547.14,65,55,3
1706100,1706100,753.18,609.86,65,1332.62,0.81,17.92,547.14,65,55,3
1706400,1706400,753.22,609.89,65,1332.62,0.81,17.9,547.14,65,55,3
1706700,1706700,753.3,609.96,65,1332.62,0.81,17.84,547.14,65,55,3
1707000,1707000,753.39,610.04,65,1332.62,0.81,17.78,547.14,65,55,3
1707300,1707300,753.49,610.11,65,1332.62,0.81,17.72,547.14,65,55,3
1707600,1707600,753.58,610.19,65,1332.62,0.81,17.67,547.14,65,55,3
1707900,1707900,753.67,610.27,65,1332.62,0.81,17.61,547.14,65,55,3
1708200,1708200,753.77,610.34,65,1332.62,0.81,17.55,547.14,65,55,3
1708500,1708500,753.86,610.42,65,1332.62,0.81,17.49,547.14,65,55,3
1708800,1708800,753.96,610.5,65,1332.62,0.81,17.43,547.14,65,55,3
1709100,1709100,754.05,610.57,65,1332.62,0.81,17.38,547.14,65,55,3
1709400,1709400,754.14,610.65,65,1332.62,0.81,17.32,547.14,65,55,3
1709700,1709700,754.23,610.72,65,1332.62,0.81,17.26,547.14,65,55,3
1710000,1710000,754.31,610.79,65,1332.62,0.81,17.2,547.14,65,55,3
1710300,1710300,754.48,610.92,65,1332.62,0.81,17.1,547.14,65,55,3
1710600,1710600,754.64,611.05,65,1332.62,0.81,17,547.14,65,55,3
1710900,1710900,754.8,611.18,65,1332.62,0.81,16.9,547.14,65,55,3
1711200,1711200,754.96,611.32,65,1332.62,0.81,16.8,547.14,65,55,3
1711500,1711500,755.12,611.45,65,1332.62,0.81,16.7,547.14,65,55,3
1711800,1711800,755.28,611.58,65,1332.62,0.81,16.6,547.14,65,55,3
1712100,1712100,755.44,611.71,65,1332.62,0.81,16.5,547.14,65,55,3
1712400,1712400,755.6,611.84,65,1332.62,0.81,16.4,547.14,65,55,3
1712700,1712700,755.76,611.98,65,1332.62,0.81,16.3,547.14,65,55,3
1713000,1713000,755.92,612.11,65,1332.62,0.81,16.2,547.14,65,55,3
1713300,1713300,756.08,612.23,65,1332.62,0.81,16.1,547.14,65,55,3
1713600,1713600,756.22,612.35,65,1332.62,0.81,16,547.14,65,55,3
1713900,1713900,756.26,612.39,65,1332.62,0.81,16.01,547.14,65,55,3
1714200,1714200,756.28,612.4,65,1332.62,0.81,16.02,547.14,65,55,3
1714500,1714500,756.27,612.39,65,1332.62,0.81,16.02,547.14,65,55,3
1714800,1714800,756.24,612.37,65,1332.62,0.81,16.03,547.14,65,55,3
1715100,1715100,756.22,612.35,65,1332.62,0.81,16.04,547.14,65,55,3
1715400,1715400,756.22,612.35,65,1332.62,0.81,16.05,547.14,65,55,3
1715700,1715700,756.21,612.34,65,1332.62,0.81,16.06,547.14,65,55,3
1716000,1716000,756.2,612.34,65,1332.62,0.81,16.07,547.14,65,55,3
1716300,1716300,756.19,612.33,65,1332.62,0.81,16.07,547.14,65,55,3
1716600,1716600,756.18,612.32,65,1332.62,0.81,16.08,547.14,65,55,3
1716900,1716900,756.17,612.31,65,1332.62,0.81,16.09,547.14,65,55,3
1717200,1717200,756.16,612.3,65,1332.62,0.81,16.1,547.14,65,55,3
1717500,1717500,756.26,612.38,65,1332.62,0.81,16.02,547.14,65,55,3
1717800,1717800,756.38,612.48,65,1332.62,0.81,15.93,547.14,65,55,3
1718100,1718100,756.52,612.59,65,1332.62,0.81,15.85,547.14,65,55,3
1718400,1718400,756.66,612.71,65,1332.62,0.81,15.77,547.14,65,55,3
1718700,1718700,756.79,612.82,65,1332.62,0.81,15.68,547.14,65,55,3
1719000,1719000,756.93,612.93,65,1332.62,0.81,15.6,547.14,65,55,3
1719300,1719300,757.06,613.03,65,1332.62,0.81,15.52,547.14,65,55,3
1719600,1719600,757.19,613.15,65,1332.62,0.81,15.43,547.14,65,55,3
1719900,1719900,757.33,613.26,65,1332.62,0.81,15.35,547.14,65,55,3
1720200,1720200,757.46,613.36,65,1332.62,0.81,15.27,547.14,65,55,3
1720500,1720500,757.59,613.47,65,1332.62,0.81,15.18,547.14,65,55,3
1720800,1720800,757.71,613.57,65,1332.62,0.81,15.1,547.14,65,55,3
1721100,1721100,760.2,615.61,65.01,1332.62,0.81,15.03,547.16,65.01,55,3
1721400,1721400,761.25,616.47,65.02,1332.62,0.81,14.95,547.17,65.02,55,3
1721700,1721700,761.35,616.55,65.03,1332.62,0.81,14.88,547.19,65.03,55,3
1722000,1722000,761.02,616.28,65.04,1332.62,0.81,14.8,547.21,65.04,55,3
1722300,1722300,760.75,616.06,65.05,1332.62,0.81,14.73,547.22,65.06,55,3
1722600,1722600,761.05,616.3,65.06,1332.62,0.81,14.65,547.24,65.07,55,3
1722900,1722900,761.44,616.62,65.08,1332.62,0.81,14.58,547.25,65.08,55,3
1723200,1723200,761.49,616.67,65.09,1332.62,0.81,14.5,547.27,65.09,55,3
1723500,1723500,761.53,616.69,65.1,1332.62,0.81,14.43,547.29,65.1,55,3
1723800,1723800,761.82,616.93,65.11,1332.62,0.81,14.35,547.3,65.11,55,3
1724100,1724100,762.66,617.62,65.12,1332.62,0.81,14.28,547.32,65.12,55,3
1724400,1724400,764.33,618.99,65.13,1332.62,0.81,14.2,547.34,65.13,55,3
1724700,1724700,763.14,618.01,65.14,1332.62,0.81,14.12,547.29,65.15,55,3
1725000,1725000,762.75,617.7,65.16,1332.62,0.81,14.03,547.24,65.16,55,3
1725300,1725300,762.89,617.81,65.17,1332.62,0.81,13.95,547.19,65.17,55,3
1725600,1725600,763.27,618.13,65.19,1332.62,0.81,13.87,547.14,65.19,55,3
1725900,1725900,763.62,618.41,65.2,1332.62,0.81,13.78,547.09,65.2,55,3
1726200,1726200,763.65,618.43,65.21,1332.62,0.81,13.7,547.05,65.22,55,3
1726500,1726500,763.68,618.46,65.23,1332.62,0.81,13.62,547,65.23,55,3
1726800,1726800,763.54,618.35,65.24,1332.62,0.81,13.53,546.95,65.24,55,3
1727100,1727100,763.48,618.29,65.26,1332.62,0.81,13.45,546.9,65.26,55,3
1727400,1727400,763.79,618.55,65.27,1332.62,0.81,13.37,546.85,65.27,55,3
1727700,1727700,764.79,619.37,65.28,1332.62,0.81,13.28,546.8,65.29,55,3
1728000,1728000,766.78,621,65.3,1332.62,0.81,13.2,546.76,65.3,55,3
1728300,1728300,762.61,617.59,65.32,1332.62,0.81,13.1,544.13,65.32,55,3
1728600,1728600,759.22,614.81,65.34,1332.62,0.81,13,541.51,65.33,55,3
1728900,1728900,756.33,612.44,65.36,1332.62,0.81,12.9,538.89,65.35,55,3
1729200,1729200,753.68,610.27,65.37,1332.62,0.81,12.8,536.27,65.37,55,3
1729500,1729500,750.97,608.05,65.39,1332.62,0.81,12.7,533.65,65.38,55,3
1729800,1729800,747.95,605.58,65.41,1332.62,0.81,12.6,531.02,65.4,55,3
1730100,1730100,744.94,603.12,65.43,1332.62,0.81,12.5,528.4,65.42,55,3
1730400,1730400,741.65,600.43,65.45,1332.62,0.81,12.4,525.78,65.43,55,3
1730700,1730700,738.45,597.8,65.46,1332.62,0.81,12.3,523.16,65.45,55,3
1731000,1731000,735.76,595.6,65.48,1332.62,0.81,12.2,520.54,65.47,55,3
1731300,1731300,734.02,594.18,65.5,1332.62,0.81,12.1,517.91,65.48,55,3
1731600,1731600,733.67,593.89,65.51,1332.62,0.81,12,515.29,65.5,55,3
1731900,1731900,729.19,590.23,65.53,1332.62,0.81,11.9,514.56,65.52,55,3
1732200,1732200,727.03,588.46,65.55,1332.62,0.81,11.8,513.83,65.53,55,3
1732500,1732500,726.38,587.93,65.57,1332.62,0.81,11.7,513.1,65.55,55,3
1732800,1732800,726.44,587.98,65.58,1332.62,0.81,11.6,512.36,65.57,55,3
1733100,1733100,726.41,587.95,65.6,1332.62,0.81,11.5,511.63,65.58,55,3
1733400,1733400,725.47,587.18,65.61,1332.62,0.81,11.4,510.9,65.6,55,3
1733700,1733700,724.47,586.37,65.63,1332.62,0.81,11.3,510.17,65.62,55,3
1734000,1734000,723.39,585.48,65.65,1332.62,0.81,11.2,509.44,65.63,55,3
1734300,1734300,722.45,584.71,65.66,1332.62,0.81,11.1,508.71,65.65,55,3
1734600,1734600,722.01,584.36,65.68,1332.62,0.81,11,507.97,65.67,55,3
1734900,1734900,722.44,584.71,65.69,1332.62,0.81,10.9,507.24,65.68,55,3
1735200,1735200,724.08,586.05,65.71,1332.62,0.81,10.8,506.51,65.7,55,3
1735500,1735500,719.19,582.05,65.72,1332.62,0.81,10.74,506.15,65.71,55,3
1735800,1735800,717.12,580.35,65.73,1332.62,0.81,10.68,505.78,65.72,55,3
1736100,1736100,716.87,580.16,65.74,1332.62,0.81,10.63,505.42,65.73,55,3
1736400,1736400,717.48,580.66,65.75,1332.62,0.81,10.57,505.06,65.74,55,3
1736700,1736700,717.98,581.06,65.76,1332.62,0.81,10.51,504.69,65.75,55,3
1737000,1737000,717.37,580.57,65.77,1332.62,0.81,10.45,504.33,65.76,55,3
1737300,1737300,716.67,579.99,65.78,1332.62,0.81,10.39,503.96,65.77,55,3
1737600,1737600,716.05,579.49,65.78,1332.62,0.81,10.33,503.6,65.78,55,3
1737900,1737900,715.58,579.1,65.79,1332.62,0.81,10.28,503.24,65.79,55,3
1738200,1738200,715.43,578.97,65.8,1332.62,0.81,10.22,502.87,65.8,55,3
1738500,1738500,715.77,579.26,65.81,1332.62,0.81,10.16,502.51,65.81,55,3
1738800,1738800,716.8,580.09,65.82,1332.62,0.81,10.1,502.14,65.82,55,3
1739100,1739100,716.29,579.68,65.83,1332.62,0.81,10.06,504.04,65.82,55,3
1739400,1739400,717.54,580.7,65.83,1332.62,0.81,10.02,505.95,65.83,55,3
1739700,1739700,719.94,582.66,65.84,1332.62,0.81,9.98,507.85,65.84,55,3
1740000,1740000,722.88,585.07,65.84,1332.62,0.81,9.93,509.75,65.84,55,3
1740300,1740300,725.74,587.41,65.85,1332.62,0.81,9.89,511.65,65.85,55,3
1740600,1740600,727.93,589.2,65.85,1332.62,0.81,9.85,513.55,65.86,55,3
1740900,1740900,730.06,590.94,65.86,1332.62,0.81,9.81,515.45,65.87,55,3
1741200,1741200,732.26,592.75,65.86,1332.62,0.81,9.77,517.35,65.87,55,3
1741500,1741500,734.56,594.62,65.87,1332.62,0.81,9.73,519.25,65.88,55,3
1741800,1741800,737.02,596.64,65.88,1332.62,0.81,9.68,521.15,65.89,55,3
1742100,1742100,739.73,598.86,65.88,1332.62,0.81,9.64,523.05,65.89,55,3
1742400,1742400,742.77,601.34,65.89,1332.62,0.81,9.6,524.95,65.9,55,3
1742700,1742700,743.11,601.62,65.89,1332.62,0.81,9.59,526.9,65.9,55,3
1743000,1743000,744.71,602.93,65.89,1332.62,0.81,9.58,528.85,65.9,55,3
1743300,1743300,747.13,604.91,65.89,1332.62,0.81,9.57,530.81,65.9,55,3
1743600,1743600,749.94,607.21,65.89,1332.62,0.81,9.57,532.76,65.91,55,3
1743900,1743900,752.69,609.46,65.89,1332.62,0.81,9.56,534.71,65.91,55,3
1744200,1744200,754.96,611.31,65.89,1332.62,0.81,9.55,536.67,65.91,55,3
1744500,1744500,757.16,613.12,65.89,1332.62,0.81,9.54,538.62,65.91,55,3
1744800,1744800,759.5,615.03,65.89,1332.62,0.81,9.53,540.57,65.91,55,3
1745100,1745100,761.89,616.99,65.9,1332.62,0.81,9.52,542.52,65.91,55,3
1745400,1745400,764.28,618.95,65.9,1332.62,0.81,9.52,544.48,65.91,55,3
1745700,1745700,766.65,620.89,65.9,1332.62,0.81,9.51,546.43,65.92,55,3
1746000,1746000,768.94,622.77,65.9,1332.62,0.81,9.5,548.38,65.92,55,3
1746300,1746300,767.4,621.51,65.89,1332.62,0.81,9.55,548.37,65.91,55,3
1746600,1746600,766.78,621,65.89,1332.62,0.81,9.6,548.36,65.9,55,3
1746900,1746900,766.76,620.98,65.88,1332.62,0.81,9.65,548.34,65.89,55,3
1747200,1747200,767.02,621.2,65.87,1332.62,0.81,9.7,548.33,65.88,55,3
1747500,1747500,767.24,621.37,65.87,1332.62,0.81,9.75,548.32,65.88,55,3
1747800,1747800,767.08,621.24,65.86,1332.62,0.81,9.8,548.31,65.87,55,3
1748100,1748100,766.86,621.06,65.85,1332.62,0.81,9.85,548.3,65.86,55,3
1748400,1748400,766.87,621.07,65.84,1332.62,0.81,9.9,548.28,65.85,55,3
1748700,1748700,766.89,621.08,65.84,1332.62,0.81,9.95,548.27,65.84,55,3
1749000,1749000,766.7,620.93,65.83,1332.62,0.81,10,548.26,65.83,55,3
1749300,1749300,766.11,620.45,65.82,1332.62,0.81,10.05,548.25,65.82,55,3
1749600,1749600,764.89,619.45,65.81,1332.62,0.81,10.1,548.24,65.82,55,3
1749900,1749900,764.07,618.78,65.8,1332.62,0.81,10.21,548.21,65.8,55,3
1750200,1750200,763.63,618.41,65.78,1332.62,0.81,10.32,548.18,65.78,55,0
1750500,1750500,763.42,618.24,65.76,1332.62,0.81,10.42,548.16,65.76,55,0
1750800,1750800,763.32,618.16,65.74,1332.62,0.81,10.53,548.13,65.74,55,0
1751100,1751100,763.2,618.07,65.73,1332.62,0.81,10.64,548.1,65.73,55,0
1751400,1751400,762.94,617.85,65.71,1332.62,0.81,10.75,548.08,65.71,55,0
1751700,1751700,762.62,617.59,65.69,1332.62,0.81,10.86,548.05,65.69,55,0
1752000,1752000,762.64,617.61,65.67,1332.62,0.81,10.97,548.02,65.67,55,0
1752300,1752300,762.63,617.6,65.65,1332.62,0.81,11.07,548,65.65,55,0
1752600,1752600,762.15,617.21,65.64,1332.62,0.81,11.18,547.97,65.64,55,0
1752900,1752900,760.79,616.09,65.62,1332.62,0.81,11.29,547.95,65.62,55,0
1753200,1753200,758.11,613.89,65.6,1332.62,0.81,11.4,547.92,65.6,55,0
1753500,1753500,760.04,615.48,65.58,1332.62,0.81,11.53,547.89,65.58,55,0
1753800,1753800,760.59,615.93,65.56,1332.62,0.81,11.67,547.85,65.56,55,0
1754100,1754100,760.25,615.65,65.53,1332.62,0.81,11.8,547.82,65.53,55,0
1754400,1754400,759.48,615.02,65.51,1332.62,0.81,11.93,547.79,65.51,55,0
1754700,1754700,758.77,614.44,65.49,1332.62,0.81,12.07,547.76,65.49,55,0
1755000,1755000,758.61,614.31,65.47,1332.62,0.81,12.2,547.72,65.47,55,0
1755300,1755300,758.45,614.17,65.45,1332.62,0.81,12.33,547.69,65.44,55,3
1755600,1755600,758.55,614.25,65.42,1332.62,0.81,12.47,547.66,65.42,55,3
1755900,1755900,758.52,614.24,65.4,1332.62,0.81,12.6,547.63,65.4,55,3
1756200,1756200,757.9,613.72,65.38,1332.62,0.81,12.73,547.6,65.38,55,3
1756500,1756500,756.17,612.31,65.36,1332.62,0.81,12.87,547.56,65.36,55,3
1756800,1756800,752.87,609.61,65.34,1332.62,0.81,13,547.53,65.33,55,3
1757100,1757100,756.09,612.24,65.31,1332.62,0.81,13.14,547.5,65.31,55,3
1757400,1757400,757.11,613.08,65.29,1332.62,0.81,13.28,547.46,65.29,55,3
1757700,1757700,756.71,612.75,65.26,1332.62,0.81,13.42,547.43,65.26,55,3
1758000,1758000,755.65,611.88,65.24,1332.62,0.81,13.57,547.39,65.24,55,3
1758300,1758300,754.68,611.09,65.22,1332.62,0.81,13.71,547.36,65.22,55,3
1758600,1758600,754.56,610.99,65.19,1332.62,0.81,13.85,547.32,65.19,55,3
1758900,1758900,754.49,610.93,65.17,1332.62,0.81,13.99,547.29,65.17,55,3
1759200,1759200,754.62,611.04,65.15,1332.62,0.81,14.13,547.25,65.14,55,3
1759500,1759500,754.6,611.02,65.12,1332.62,0.81,14.28,547.22,65.12,55,3
1759800,1759800,753.91,610.46,65.1,1332.62,0.81,14.42,547.19,65.1,55,3
1760100,1760100,752.07,608.95,65.08,1332.62,0.81,14.56,547.15,65.07,55,3
1760400,1760400,748.56,606.08,65.06,1332.62,0.81,14.7,547.12,65.05,55,3
1760700,1760700,756.43,612.52,65.05,1332.62,0.81,14.84,547.11,65.05,55,3
1761000,1761000,759.26,614.84,65.04,1332.62,0.81,14.98,547.1,65.04,55,3
1761300,1761300,758.82,614.48,65.04,1332.62,0.81,15.13,547.1,65.04,55,3
1761600,1761600,756.85,612.86,65.03,1332.62,0.81,15.27,547.09,65.03,55,3
1761900,1761900,755.1,611.43,65.03,1332.62,0.81,15.41,547.09,65.03,55,3
1762200,1762200,755.32,611.61,65.03,1332.62,0.81,15.55,547.08,65.03,55,3
1762500,1762500,755.76,611.97,65.02,1332.62,0.81,15.69,547.07,65.02,55,3
1762800,1762800,755.78,611.99,65.02,1332.62,0.81,15.83,547.07,65.02,55,3
1763100,1763100,755.6,611.84,65.01,1332.62,0.81,15.97,547.06,65.01,55,3
1763400,1763400,755.21,611.52,65.01,1332.62,0.81,16.12,547.06,65.01,55,3
1763700,1763700,754.63,611.05,65.01,1332.62,0.81,16.26,547.05,65,55,3
1764000,1764000,753.85,610.41,65,1332.62,0.81,16.4,547.04,65,55,3
1764300,1764300,755.24,611.55,65,1332.62,0.81,16.53,547.04,65,55,3
1764600,1764600,755.63,611.87,65,1332.62,0.81,16.67,547.04,65,55,3
1764900,1764900,755.38,611.66,65,1332.62,0.81,16.8,547.04,65,55,3
1765200,1765200,754.83,611.21,65,1332.62,0.81,16.93,547.04,65,55,3
1765500,1765500,754.31,610.79,65,1332.62,0.81,17.07,547.04,65,55,3
1765800,1765800,754.19,610.69,65,1332.62,0.81,17.2,547.04,65,55,3
1766100,1766100,754.11,610.63,65,1332.62,0.81,17.33,547.04,65,55,3
1766400,1766400,753.94,610.48,65,1332.62,0.81,17.47,547.04,65,55,3
1766700,1766700,753.72,610.31,65,1332.62,0.81,17.6,547.04,65,55,3
1767000,1767000,753.49,610.12,65,1332.62,0.81,17.73,547.04,65,55,3
1767300,1767300,753.27,609.94,65,1332.62,0.81,17.87,547.04,65,55,3
1767600,1767600,753.08,609.78,65,1332.62,0.81,18,547.04,65,55,3
1767900,1767900,752.87,609.61,65,1332.62,0.81,18.12,547.04,65,55,3
1768200,1768200,752.67,609.44,65,1332.62,0.81,18.23,547.04,65,55,3
1768500,1768500,752.48,609.29,65,1332.62,0.81,18.35,547.04,65,55,3
1768800,1768800,752.3,609.14,65,1332.62,0.81,18.47,547.04,65,55,3
1769100,1769100,752.11,608.99,65,1332.62,0.81,18.58,547.04,65,55,3
1769400,1769400,751.92,608.83,65,1332.62,0.81,18.7,547.04,65,55,3
1769700,1769700,751.73,608.68,65,1332.62,0.81,18.82,547.04,65,55,3
1770000,1770000,751.54,608.52,65,1332.62,0.81,18.93,547.04,65,55,3
1770300,1770300,751.35,608.36,65,1332.62,0.81,19.05,547.04,65,55,3
1770600,1770600,751.16,608.21,65,1332.62,0.81,19.17,547.04,65,55,3
1770900,1770900,750.98,608.06,65,1332.62,0.81,19.28,547.04,65,55,3
1771200,1771200,750.82,607.93,65,1332.62,0.81,19.4,547.04,65,55,3
1771500,1771500,750.63,607.77,65,1332.62,0.81,19.49,547.04,65,55,3
1771800,1771800,750.47,607.64,65,1332.62,0.81,19.58,547.04,65,55,3
1772100,1772100,750.32,607.52,65,1332.62,0.81,19.67,547.04,65,55,3
1772400,1772400,750.18,607.4,65,1332.62,0.81,19.77,547.04,65,55,3
1772700,1772700,750.03,607.28,65,1332.62,0.81,19.86,547.04,65,55,3
1773000,1773000,749.88,607.16,65,1332.62,0.81,19.95,547.04,65,55,3
1773300,1773300,749.73,607.04,65,1332.62,0.81,20.04,547.04,65,55,3
1773600,1773600,749.57,606.91,65,1332.62,0.81,20.13,547.04,65,55,3
1773900,1773900,749.42,606.79,65,1332.62,0.81,20.22,547.04,65,55,3
1774200,1774200,749.28,606.67,65,1332.62,0.81,20.32,547.04,65,55,3
1774500,1774500,749.13,606.55,65,1332.62,0.81,20.41,547.04,65,55,3
1774800,1774800,749,606.44,65,1332.62,0.81,20.5,547.04,65,55,3
1775100,1775100,748.86,606.33,65,1332.62,0.81,20.57,547.04,65,55,3
1775400,1775400,748.74,606.23,65,1332.62,0.81,20.63,547.04,65,55,3
1775700,1775700,748.63,606.14,65,1332.62,0.81,20.7,547.04,65,55,3
1776000,1776000,748.53,606.05,65,1332.62,0.81,20.77,547.04,65,55,3
1776300,1776300,748.42,605.97,65,1332.62,0.81,20.83,547.04,65,55,3
1776600,1776600,748.31,605.88,65,1332.62,0.81,20.9,547.04,65,55,3
1776900,1776900,748.2,605.79,65,1332.62,0.81,20.97,547.04,65,55,3
1777200,1777200,748.09,605.69,65,1332.62,0.81,21.03,547.04,65,55,3
1777500,1777500,747.98,605.6,65,1332.62,0.81,21.1,547.04,65,55,3
1777800,1777800,747.87,605.52,65,1332.62,0.81,21.17,547.04,65,55,3
1778100,1778100,747.77,605.43,65,1332.62,0.81,21.23,547.04,65,55,3
1778400,1778400,747.67,605.35,65,1332.62,0.81,21.3,547.04,65,55,3
1778700,1778700,747.58,605.28,65,1332.62,0.81,21.34,547.04,65,55,3
1779000,1779000,747.5,605.21,65,1332.62,0.81,21.38,547.04,65,55,3
1779300,1779300,747.43,605.16,65,1332.62,0.81,21.43,547.04,65,55,3
1779600,1779600,747.37,605.1,65,1332.62,0.81,21.47,547.04,65,55,3
1779900,1779900,747.3,605.05,65,1332.62,0.81,21.51,547.04,65,55,3
1780200,1780200,747.23,604.99,65,1332.62,0.81,21.55,547.04,65,55,3
1780500,1780500,747.16,604.93,65,1332.62,0.81,21.59,547.04,65,55,3
1780800,1780800,747.09,604.88,65,1332.62,0.81,21.63,547.04,65,55,3
1781100,1781100,747.02,604.82,65,1332.62,0.81,21.68,547.04,65,55,3
1781400,1781400,746.95,604.76,65,1332.62,0.81,21.72,547.04,65,55,3
1781700,1781700,746.89,604.71,65,1332.62,0.81,21.76,547.04,65,55,3
1782000,1782000,746.83,604.66,65,1332.62,0.81,21.8,547.04,65,55,3
1782300,1782300,746.78,604.62,65,1332.62,0.81,21.82,547.04,65,55,3
1782600,1782600,746.75,604.59,65,1332.62,0.81,21.83,547.04,65,55,3
1782900,1782900,746.72,604.57,65,1332.62,0.81,21.85,547.04,65,55,3
1783200,1783200,746.69,604.55,65,1332.62,0.81,21.87,547.04,65,55,3
1783500,1783500,746.67,604.53,65,1332.62,0.81,21.88,547.04,65,55,3
1783800,1783800,746.64,604.51,65,1332.62,0.81,21.9,547.04,65,55,3
1784100,1784100,746.61,604.48,65,1332.62,0.81,21.92,547.04,65,55,3
1784400,1784400,746.58,604.46,65,1332.62,0.81,21.93,547.04,65,55,3
1784700,1784700,746.55,604.43,65,1332.62,0.81,21.95,547.04,65,55,3
1785000,1785000,746.52,604.41,65,1332.62,0.81,21.97,547.04,65,55,3
1785300,1785300,746.5,604.39,65,1332.62,0.81,21.98,547.04,65,55,3
1785600,1785600,746.47,604.37,65,1332.62,0.81,22,547.04,65,55,3
1785900,1785900,746.47,604.37,65,1332.62,0.81,21.99,547.04,65,55,3
1786200,1786200,746.48,604.38,65,1332.62,0.81,21.98,547.04,65,55,3
1786500,1786500,746.49,604.39,65,1332.62,0.81,21.97,547.04,65,55,3
1786800,1786800,746.5,604.4,65,1332.62,0.81,21.97,547.04,65,55,3
1787100,1787100,746.52,604.41,65,1332.62,0.81,21.96,547.04,65,55,3
1787400,1787400,746.53,604.42,65,1332.62,0.81,21.95,547.04,65,55,3
1787700,1787700,746.54,604.43,65,1332.62,0.81,21.94,547.04,65,55,3
1788000,1788000,746.55,604.44,65,1332.62,0.81,21.93,547.04,65,55,3
1788300,1788300,746.57,604.45,65,1332.62,0.81,21.92,547.04,65,55,3
1788600,1788600,746.58,604.46,65,1332.62,0.81,21.92,547.04,65,55,3
1788900,1788900,746.59,604.47,65,1332.62,0.81,21.91,547.04,65,55,3
1789200,1789200,746.6,604.48,65,1332.62,0.81,21.9,547.04,65,55,3
1789500,1789500,746.67,604.53,65,1332.62,0.81,21.85,547.04,65,55,3
1789800,1789800,746.75,604.59,65,1332.62,0.81,21.8,547.04,65,55,3
1790100,1790100,746.82,604.66,65,1332.62,0.81,21.75,547.04,65,55,3
1790400,1790400,746.91,604.73,65,1332.62,0.81,21.7,547.04,65,55,3
1790700,1790700,746.99,604.79,65,1332.62,0.81,21.65,547.04,65,55,3
1791000,1791000,747.07,604.86,65,1332.62,0.81,21.6,547.04,65,55,3
1791300,1791300,747.14,604.92,65,1332.62,0.81,21.55,547.04,65,55,3
1791600,1791600,747.23,604.99,65,1332.62,0.81,21.5,547.04,65,55,3
1791900,1791900,747.31,605.05,65,1332.62,0.81,21.45,547.04,65,55,3
1792200,1792200,747.39,605.12,65,1332.62,0.81,21.4,547.04,65,55,3
1792500,1792500,747.46,605.18,65,1332.62,0.81,21.35,547.04,65,55,3
1792800,1792800,747.53,605.24,65,1332.62,0.81,21.3,547.04,65,55,3
1793100,1793100,747.67,605.35,65,1332.62,0.81,21.22,547.04,65,55,3
1793400,1793400,747.8,605.46,65,1332.62,0.81,21.13,547.04,65,55,3
